dr12objid,RA,DEC,j,jIvar,h,hIvar,k,kIvar
1237667537465966889,139.5827,17.75331,16.426,51.75716,15.204,0,14.773,0
1237667538546327733,154.9287,22.45239,16.346,37.18025,14.57,0,14.385,0
1237667549268803624,158.6971,21.64828,14.07,0,13.379,0,14.146,73.05136
1237667549276209165,176.8983,23.91834,15.953,85.73388,15.496,41.09138,15.197,56.53231
1237666408439873551,354.131,0.297275,12.43,152.4158,11.773,84.16801,11.233,416.4931
1237667782823182392,156.6215,20.23309,14.782,222.7667,13.212,0,12.908,0
1237667782823182395,156.6177,20.2281,13.538,268.745,12.186,0,11.798,0
1237667550877384894,153.5907,22.12487,15.015,0,14.295,0,15.296,30.5241
1237664871358267635,135.7992,34.87943,16.765,40.05768,15.548,0,15.13,0
1237667783367393289,174.452,22.69129,12.894,0,12.683,251.9526,11.962,0
1237667910053593135,178.1018,23.62506,14.631,452.6936,14.105,210.0399,13.986,177.7778
1237665370119929863,173.6148,33.17904,12.697,1275.51,12.1,1371.742,11.93,1040.583
1237667292651389003,136.5012,18.76457,12.738,369.8225,12.105,236.6864,11.612,540.8328
1237665440981188698,200.7353,28.31644,15.803,40.05768,14.206,0,14.055,0
